Common Population Name,NWR Population Name,Recovery Domain,Major Population Group,ESU,Species,Run,Stream,Start Year,End Year,Year,Spawners,FracWild,Effective Catch,Age 1 Returns,Age 2 Returns,Age 3 Returns,Age 4 Returns,Age 5 Returns,Age 6 Returns,Age 7 Returns,Regime,Total Spawners inc. Jacks,Natural Spawners inc Jacks,Natural Adult Annual Run 4-6,Jack frac of hatchery spawners,Adult Natural Harvest Rates,Natural Origin Brood Stk,Adult Brood Rtrns,Sar Adj Adult Brood Rtrns,Ln/ R/s,Adjusted Ln/Rs,Age 1 Harvest,Age 2 Harvest,Age 3 Harvest,Age 4 Harvest,Age 5 Harvest,Age 6 Harvest,Age 7 Harvest
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1981,340,1,150,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1982,720,1,200,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1983,540,0.79,267,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1984,640,0.51,433,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1985,691,0.63,498,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1986,784,0.57,1366,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1987,951,0.27,793,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1988,627,0.59,1555,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1989,706,0.42,955,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1990,335,0.23,270,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1991,590,0.54,638,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1992,668,0.82,893,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1993,952,0.78,1284,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1994,606,0.67,373,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1995,637,0.55,263,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1996,919,0.7,392,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1997,1007,0.79,784,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1998,962,0.32,218,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,1999,1862,0.49,861,0,0,0.08,0.54,0.37,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,2000,2664,0.43,978,0,0,0.42,0.38,0.2,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,2001,9875,0.52,3171,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,2002,9891,0.21,1891,0,0,0.21,0.59,0.21,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,2003,13104,0.29,3036,0,0,0.19,0.65,0.16,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,2004,13146,0.23,2659,0,0,0.13,0.35,0.5,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,2005,10194,0.26,3222,0,0,0.46,0.41,0.12,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,2006,7784,0.32,2808,0,0,0.19,0.54,0.25,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,2007,10327,0.17,1476,0,0,0.24,0.5,0.26,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,2008,17266,0.11,1555,0,0,0.27,0.57,0.16,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,2009,20685,0.21,5556,,0,0.3,0.39,0.1,0,,,,,,,,,,,,,,,,,,,
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,2010,39764,0.19,6540,,0,0.57,0.22,0.05,0,,,,,,,,,,,,,,,,,,,
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,2011,23580,0.34,7328,,0,0.21,0.39,0.03,0,,,,,,,,,,,,,,,,,,,
Snake River Lower Mainstem,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,Snake River Fall-run Chinook Salmon ESU,Chinook,Fall-run,Snake River,1975,1990,2012,30363,0.37,10471,,0,0.57,0.12,0.04,0,,,,,,,,,,,,,,,,,,,
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1965,2557,1,-99,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1966,2729,1,-99,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1967,1221,1,-99,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1968,76,1,-99,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1969,1436,1,-99,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1970,1254,1,-99,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1971,1254,1,-99,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1972,1306,1,-99,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1973,819,1,-99,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1974,828,1,-99,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1975,1484,1,-99,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1976,772,1,-99,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1977,1023,1,-99,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1978,588,1,89,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1979,214,1,56,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1980,451,1,45,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1981,467,1,48,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1982,824,1,75,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1983,821,1,66,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1984,687,1,75,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1985,1423,1,529,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1986,1069,1,279,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1987,1947,1,312,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1988,1958,1,365,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1989,239,1,49,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1990,332,1,63,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1991,331,1,63,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1992,480,0.99,81,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1993,372,0.99,71,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1994,536,0.97,94,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1995,180,0.94,19,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1996,145,0.93,16,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1997,182,0.95,17,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1998,115,0.96,13,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,1999,105,0.98,10,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,2000,288,0.91,17,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,2001,576,0.91,29,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,2002,1094,0.9,47,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,2003,794,0.89,25,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,2004,353,0.86,10,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,2005,232,0.89,9,-99,-99,-99,0.45,0.45,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,2006,249,0.9,11,-99,-99,0.1,0.54,0.32,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,2007,615,0.92,35,-99,-99,0.1,0.54,0.32,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,2008,655,0.93,31,-99,-99,0.1,0.54,0.32,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,2009,662,0.96,37,-99,-99,0.1,0.54,0.32,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,2010,472,0.95,-99,-99,-99,0.1,0.54,0.32,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork John Day River,Steelhead (Middle Columbia River DPS) - South Fork John Day River,Interior Columbia,John Day River,Middle Columbia River Steelhead DPS,Steelhead,Summer-run,South Fork John Day River,1965,,2011,872,0.95,-99,-99,-99,0.1,0.54,0.32,0,0,,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork Salmon River Mainstem,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,Interior Columbia,South Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,South Fork Salmon River Mainstem,1958,,1958,2786,1,3093,-99,-99,0.1,0.54,0.36,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork Salmon River Mainstem,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,Interior Columbia,South Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,South Fork Salmon River Mainstem,1958,,1959,3015,1,3307,-99,-99,0.1,0.54,0.36,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork Salmon River Mainstem,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,Interior Columbia,South Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,South Fork Salmon River Mainstem,1958,,1960,5029,1,7773,-99,-99,0.1,0.54,0.36,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
South Fork Salmon River Mainstem,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,Interior Columbia,South Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,Spring/Summer-run,South Fork Salmon River Mainstem,1958,,1961,2444,1,3521,-99,-99,0.1,0.54,0.36,0,-99,-99,,,,,,,,,,,-99,-99,-99,-99,-99,-99,-99
